NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
ROCHE,Marie-France,Mme,EXG,Extrême gauche,405,"   0,76","   0,47",non,03004,0.76,0.47
GERARD,Jean-Marie,M.,EXD,Extrême droite,291,"   0,54","   0,34",non,03004,0.54,0.34
ANGOT,Daniel,M.,EXG,Extrême gauche,1425,"   2,67","   1,66",non,03004,2.67,1.66
RAVEL,Lucile,Mme,CPNT,Chasse Pêche Nature Traditions,732,"   1,37","   0,85",non,03004,1.37,0.85
PEGOUT-MARET,Christine,Mme,MPF,Mouvement pour la France,342,"   0,64","   0,40",non,03004,0.64,0.4
BERNARD CHAMSON,Béatrice,Mme,VEC,Les Verts,1028,"   1,92","   1,20",non,03004,1.92,1.2
HAON,Jean-Louis,M.,UDFD,UDF-Mouvement Démocrate,2359,"   4,42","   2,75",non,03004,4.42,2.75
NAGA,Khadidja,Mme,DIV,Divers,132,"   0,25","   0,15",non,03004,0.25,0.15
RIVET-MARTEL,Vincent,M.,DIV,Divers,344,"   0,64","   0,40",non,03004,0.64,0.4
VIELLEFON,Nathalie,Mme,REG,Régionaliste,141,"   0,26","   0,16",non,03004,0.26,0.16
RUAS,Christophe,M.,UMP,Union pour un Mouvement Populaire,22593,"  38,50","  24,11",Bal.,03005,38.5,24.11
DUMAS,William,M.,SOC,Socialiste,15275,"  26,03","  16,30",Bal.,03005,26.03,16.3
SUAU,Jean-Michel,M.,COM,Communiste,5542,"   9,44","   5,91",non,03005,9.44,5.91
SANCHEZ,Sylvie,Mme,FN,Front national,3052,"   5,20","   3,25",non,03005,5.2,3.25
GRASSOR,Christiane,Mme,ECO,Ecologiste,465,"   0,79","   0,49",non,03005,0.79,0.49
DIZIER,Séverine,Mme,EXD,Extrême droite,254,"   0,43","   0,27",non,03005,0.43,0.27
BRUN,Marcel,M.,EXG,Extrême gauche,391,"   0,67","   0,41",non,03005,0.67,0.41
RAVEL,Jean-Bernard,M.,CPNT,Chasse Pêche Nature Traditions,982,"   1,67","   1,04",non,03005,1.67,1.04
SALA,Michel,M.,EXG,Extrême gauche,1876,"   3,20","   2,00",non,03005,3.2,2.0
BAILLY,Daria,Mme,DIV,Divers,491,"   0,84","   0,52",non,03005,0.84,0.52
CAPALDI,Antoine,M.,DVG,Divers gauche,706,"   1,20","   0,75",non,03005,1.2,0.75
GUENOUN,Evelyne,Mme,MPF,Mouvement pour la France,385,"   0,66","   0,41",non,03005,0.66,0.41
FOURNIER,Ariane,Mme,MAJ,Majorité présidentielle,1214,"   2,07","   1,29",non,03005,2.07,1.29
MENARD,Roland,M.,EXG,Extrême gauche,1419,"   2,42","   1,51",non,03005,2.42,1.51
ESCATAFAL,Michel,M.,UDFD,UDF-Mouvement Démocrate,2418,"   4,12","   2,58",non,03005,4.12,2.58
JODRA,Christine,Mme,VEC,Les Verts,1617,"   2,76","   1,72",non,03005,2.76,1.72
LORTHOIS,Sylvie,Mme,EXG,Extrême gauche,2115,"   5,23","   3,00",non,03101,5.23,3.0
VIALLON,Thierry,M.,FN,Front national,1304,"   3,22","   1,85",non,03101,3.22,1.85
LEMORTON,Catherine,Mme,SOC,Socialiste,12758,"  31,53","  18,11",Bal.,03101,31.53,18.11
HILLEREAU,Pascale,Mme,DIV,Divers,0,"   0,00","   0,00",non,03101,0.0,0.0
ARTEIL,Michel,M.,DIV,Divers,401,"   0,99","   0,56",non,03101,0.99,0.56
BORRAS,Fréderic,M.,EXG,Extrême gauche,1275,"   3,15","   1,81",non,03101,3.15,1.81
FORGET,Jean-Luc,M.,UDFD,UDF-Mouvement Démocrate,3869,"   9,56","   5,49",non,03101,9.56,5.49
LABEYRIE,Pierre,M.,VEC,Les Verts,2199,"   5,43","   3,12",non,03101,5.43,3.12
CLEMENCEAU,Georges,M.,DIV,Divers,27,"   0,07","   0,03",non,03101,0.07,0.03
MARTIN,Henri,M.,EXG,Extrême gauche,219,"   0,54","   0,31",non,03101,0.54,0.31
DAMIN,Christophe,M.,CPNT,Chasse Pêche Nature Traditions,120,"   0,30","   0,17",non,03101,0.3,0.17
GONZALEZ TRICHEUX,Olga,Mme,DVG,Divers gauche,203,"   0,50","   0,28",non,03101,0.5,0.28
SOPRANI,Nicole,Mme,DIV,Divers,5,"   0,01","   0,00",non,03101,0.01,0.0
ARSAC,Olivier,M.,DVD,Divers droite,302,"   0,75","   0,42",non,03101,0.75,0.42
DANCALE,Christian,M.,DIV,Divers,102,"   0,25","   0,14",non,03101,0.25,0.14
SORDES,Rudi,M.,DIV,Divers,108,"   0,27","   0,15",non,03101,0.27,0.15
TOURTEAU,Wilfrid,M.,ECO,Ecologiste,306,"   0,76","   0,43",non,03101,0.76,0.43
MOUDENC,Jean-Luc,M.,MAJ,Majorité présidentielle,15152,"  37,44","  21,51",Bal.,03101,37.44,21.51
DAMIN,Danièle,Mme,UMP,Union pour un Mouvement Populaire,25587,"  36,41","  23,12",Bal.,03102,36.41,23.12
RIEY,Philippe,M.,FN,Front national,2336,"   3,32","   2,11",non,03102,3.32,2.11
BICKEL,René,M.,DIV,Divers,0,"   0,00","   0,00",non,03102,0.0,0.0
SALVADOR,David,M.,MPF,Mouvement pour la France,598,"   0,85","   0,54",non,03102,0.85,0.54
COPPEY,Stéphane,M.,VEC,Les Verts,2793,"   3,97","   2,52",non,03102,3.97,2.52
STROBEL,Roger,M.,DIV,Divers,552,"   0,79","   0,49",non,03102,0.79,0.49
RAICH,Robert,M.,DIV,Divers,6,"   0,01","   0,00",non,03102,0.01,0.0
BAPT,Gérard,M.,SOC,Socialiste,24733,"  35,20","  22,35",Bal.,03102,35.2,22.35
TERRIE,Julien,M.,EXG,Extrême gauche,1977,"   2,81","   1,78",non,03102,2.81,1.78
SATGE SANGELY,Dominique,Mme,COM,Communiste,1941,"   2,76","   1,75",non,03102,2.76,1.75
PODGORNY,Elisabeth,Mme,EXG,Extrême gauche,309,"   0,44","   0,27",non,03102,0.44,0.27
CAMPELS,Marcel,M.,CPNT,Chasse Pêche Nature Traditions,576,"   0,82","   0,52",non,03102,0.82,0.52
CARSALADE,Maïthé,Mme,MAJ,Majorité présidentielle,2795,"   3,98","   2,52",non,03102,3.98,2.52
BERTRAND,Thierry,M.,UDFD,UDF-Mouvement Démocrate,5982,"   8,51","   5,40",non,03102,8.51,5.4
COUVERT,Gérard,M.,DVD,Divers droite,83,"   0,12","   0,07",non,03102,0.12,0.07
FAISANS,Nathalie,Mme,COM,Communiste,1439,"   2,62","   1,67",non,03103,2.62,1.67
LAROZE,Serge,M.,FN,Front national,1793,"   3,27","   2,09",non,03103,3.27,2.09
AREVALO,Henri,M.,VEC,Les Verts,2823,"   5,14","   3,29",non,03103,5.14,3.29
GARCIA,Cyrille,M.,DIV,Divers,503,"   0,92","   0,58",non,03103,0.92,0.58
MARTIN,Myriam,Mme,EXG,Extrême gauche,1817,"   3,31","   2,12",non,03103,3.31,2.12
LASERGE,Michel,M.,EXG,Extrême gauche,272,"   0,50","   0,31",non,03103,0.5,0.31
COHEN,Pierre,M.,SOC,Socialiste,20550,"  37,43","  23,98",Bal.,03103,37.43,23.98
HERNANDEZ,Christian,M.,CPNT,Chasse Pêche Nature Traditions,436,"   0,79","   0,50",non,03103,0.79,0.5
CROS,Jean-Paul,M.,DVD,Divers droite,573,"   1,04","   0,66",non,03103,1.04,0.66
DANEN,Marie-Claire,Mme,UMP,Union pour un Mouvement Populaire,15861,"  28,89","  18,51",Bal.,03103,28.89,18.51
BARITEL,Françoise,Mme,DIV,Divers,9,"   0,02","   0,01",non,03103,0.02,0.01
MANAUD,Francis,M.,DVD,Divers droite,130,"   0,24","   0,15",non,03103,0.24,0.15
URGELL,Charles,M.,UDFD,UDF-Mouvement Démocrate,5080,"   9,25","   5,92",non,03103,9.25,5.92
BELIN,Jean-Marie,M.,MAJ,Majorité présidentielle,3619,"   6,59","   4,22",non,03103,6.59,4.22
DURRIEU,Monique,Mme,COM,Communiste,956,"   2,99","   1,72",non,03104,2.99,1.72
GUERIN,Michèle,Mme,FN,Front national,1008,"   3,16","   1,81",non,03104,3.16,1.81
DIEBOLD,Jean,M.,UMP,Union pour un Mouvement Populaire,11807,"  36,96","  21,24",Bal.,03104,36.96,21.24
CHARLES,Danielle,Mme,VEC,Les Verts,1245,"   3,90","   2,24",non,03104,3.9,2.24
SIMON,François,M.,EXG,Extrême gauche,2111,"   6,61","   3,79",non,03104,6.61,3.79
ROIG,Robert,M.,EXG,Extrême gauche,141,"   0,44","   0,25",non,03104,0.44,0.25
GUIN,Fabrice,M.,DIV,Divers,228,"   0,71","   0,41",non,03104,0.71,0.41
ETELIN,Christian,M.,DVG,Divers gauche,610,"   1,91","   1,09",non,03104,1.91,1.09
GAILLOT,Marie-Laurence,Mme,DIV,Divers,239,"   0,75","   0,43",non,03104,0.75,0.43
MARTINEL,Martine,Mme,SOC,Socialiste,9271,"  29,02","  16,68",Bal.,03104,29.02,16.68
NEUVILLE,Marie,Mme,EXG,Extrême gauche,988,"   3,09","   1,77",non,03104,3.09,1.77
ROUZET,Philippe,M.,DVD,Divers droite,93,"   0,29","   0,16",non,03104,0.29,0.16
COTELLE,Thierry,M.,DVG,Divers gauche,219,"   0,69","   0,39",non,03104,0.69,0.39
COUDERT,Christophe,M.,DIV,Divers,24,"   0,08","   0,04",non,03104,0.08,0.04
GALLEGO,André,M.,UDFD,UDF-Mouvement Démocrate,3005,"   9,41","   5,40",non,03104,9.41,5.4
JOSEPH,Hélène,Mme,DIV,Divers,0,"   0,00","   0,00",non,03104,0.0,0.0
CARNEIRO,Grégoire,M.,UMP,Union pour un Mouvement Populaire,29972,"  34,84","  21,66",Bal.,03105,34.84,21.66
SAUVAIRE,Georgette,Mme,VEC,Les Verts,2454,"   2,85","   1,77",non,03105,2.85,1.77
IMBERT,Françoise,Mme,SOC,Socialiste,33092,"  38,46","  23,91",Bal.,03105,38.46,23.91
SOEUR,Charles,M.,FN,Front national,2975,"   3,46","   2,15",non,03105,3.46,2.15
MENEN,Delio,M.,COM,Communiste,2075,"   2,41","   1,49",non,03105,2.41,1.49
BONIFASSI,Aurore,Mme,ECO,Ecologiste,959,"   1,11","   0,69",non,03105,1.11,0.69
MARTY,Laurent,M.,EXG,Extrême gauche,2498,"   2,90","   1,80",non,03105,2.9,1.8
DECARITE,Régis,M.,DIV,Divers,0,"   0,00","   0,00",non,03105,0.0,0.0
PUEL,Michèle,Mme,EXG,Extrême gauche,804,"   0,93","   0,58",non,03105,0.93,0.58
DELON,Vanessa,Mme,MPF,Mouvement pour la France,1026,"   1,19","   0,74",non,03105,1.19,0.74
JAU BOUSCAREL,Isabelle,Mme,CPNT,Chasse Pêche Nature Traditions,933,"   1,08","   0,67",non,03105,1.08,0.67
PLANTEY,Franck,M.,DIV,Divers,11,"   0,01","   0,00",non,03105,0.01,0.0
BONIFASSI,Alain,M.,ECO,Ecologiste,1,"   0,00","   0,00",non,03105,0.0,0.0
LE SEACH,Jean-Luc,M.,DIV,Divers,632,"   0,73","   0,45",non,03105,0.73,0.45
BEL,Josyan,M.,EXD,Extrême droite,450,"   0,52","   0,32",non,03105,0.52,0.32
BROQUERE,Gilles,M.,UDFD,UDF-Mouvement Démocrate,8153,"   9,48","   5,89",non,03105,9.48,5.89
DE VEYRINAS,Françoise,Mme,UMP,Union pour un Mouvement Populaire,29020,"  36,55","  22,31",Bal.,03106,36.55,22.31
PINCE,Marie,Mme,REG,Régionaliste,934,"   1,18","   0,71",non,03106,1.18,0.71
MARIES,Artemisa,Mme,FN,Front national,3006,"   3,79","   2,31",non,03106,3.79,2.31
LAMBEAUX,Olivier,M.,ECO,Ecologiste,980,"   1,23","   0,75",non,03106,1.23,0.75
TORREMOCHA,Sandra,Mme,EXG,Extrême gauche,584,"   0,74","   0,44",non,03106,0.74,0.44
IBORRA,Monique,Mme,SOC,Socialiste,26422,"  33,28","  20,31",Bal.,03106,33.28,20.31
MOHAND CHERIF,Rachid,M.,DIV,Divers,36,"   0,05","   0,02",non,03106,0.05,0.02
MANDOU,Mariam,Mme,EXD,Extrême droite,438,"   0,55","   0,33",non,03106,0.55,0.33
MIQUEL,Marthe,Mme,EXG,Extrême gauche,2079,"   2,62","   1,59",non,03106,2.62,1.59
ESCUDIE,Jacqueline,Mme,DIV,Divers,568,"   0,72","   0,43",non,03106,0.72,0.43
ROQUES,Sylvain,M.,MPF,Mouvement pour la France,1031,"   1,30","   0,79",non,03106,1.3,0.79
DARRICAU,Jean-Marc,M.,DVD,Divers droite,250,"   0,31","   0,19",non,03106,0.31,0.19
ROUSSE YAHIAOUI,Christine,Mme,EXG,Extrême gauche,1719,"   2,17","   1,32",non,03106,2.17,1.32
EL BACHIR,Mohamed,M.,COM,Communiste,2160,"   2,72","   1,66",non,03106,2.72,1.66
TARIOL,Martine,Mme,CPNT,Chasse Pêche Nature Traditions,674,"   0,85","   0,51",non,03106,0.85,0.51
RIVIERE TOMASI,Sylvie,Mme,ECO,Ecologiste,1028,"   1,29","   0,79",non,03106,1.29,0.79
MAHMOUD,Adeeb,M.,DVG,Divers gauche,223,"   0,28","   0,17",non,03106,0.28,0.17
HOLLANDER,Bruno,M.,DIV,Divers,194,"   0,24","   0,14",non,03106,0.24,0.14
HUSSON,Elisabeth,Mme,UDFD,UDF-Mouvement Démocrate,8042,"  10,13","   6,18",non,03106,10.13,6.18
EMERY,Françoise,Mme,VEC,Les Verts,2536,"   3,24","   2,08",non,03107,3.24,2.08
LAFLORENTIE,Anne-Marie,Mme,EXG,Extrême gauche,682,"   0,87","   0,56",non,03107,0.87,0.56
FICHOT,Jean-Marie,M.,DIV,Divers,0,"   0,00","   0,00",non,03107,0.0,0.0
DELAMARE,Armand,M.,FN,Front national,2832,"   3,61","   2,33",non,03107,3.61,2.33
LEMASLE,Patrick,M.,SOC,Socialiste,28379,"  36,21","  23,38",Bal.,03107,36.21,23.38
ARELLANO,Marc,M.,COM,Communiste,2409,"   3,07","   1,98",non,03107,3.07,1.98
PUERTAS,Patricia,Mme,MPF,Mouvement pour la France,1006,"   1,28","   0,82",non,03107,1.28,0.82
WACHEUX,Christian,M.,EXD,Extrême droite,396,"   0,51","   0,32",non,03107,0.51,0.32
AUDOIN,Jean-Michel,M.,EXG,Extrême gauche,2481,"   3,17","   2,04",non,03107,3.17,2.04
GODARD,Marie-Hélène,Mme,ECO,Ecologiste,1004,"   1,28","   0,82",non,03107,1.28,0.82
PROME,Pierre,M.,DIV,Divers,636,"   0,81","   0,52",non,03107,0.81,0.52
GAUTIER,Eric,M.,UDFD,UDF-Mouvement Démocrate,6219,"   7,93","   5,12",non,03107,7.93,5.12
BRESSOLLES,Patrick,M.,EXG,Extrême gauche,383,"   0,49","   0,31",non,03107,0.49,0.31
OUKZIZ,Khalid,M.,EXG,Extrême gauche,1510,"   1,93","   1,24",non,03107,1.93,1.24
LAMBOLEY,Yolande,Mme,CPNT,Chasse Pêche Nature Traditions,985,"   1,26","   0,81",non,03107,1.26,0.81
BASTIANI,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,26916,"  34,34","  22,17",Bal.,03107,34.34,22.17
GUTIERREZ,Olivier,M.,DIV,Divers,3,"   0,00","   0,00",non,03107,0.0,0.0
MARQUERIE,Corinne,Mme,COM,Communiste,1657,"   3,22","   2,00",non,03108,3.22,2.0
VOLOSCENKO,Nadine,Mme,FN,Front national,1724,"   3,35","   2,08",non,03108,3.35,2.08
VALETTE,Gérard,M.,CPNT,Chasse Pêche Nature Traditions,935,"   1,82","   1,12",non,03108,1.82,1.12
VENCO,Katia,Mme,EXG,Extrême gauche,950,"   1,84","   1,14",non,03108,1.84,1.14
IDIART,Jean-Louis,M.,SOC,Socialiste,20813,"  40,41","  25,12",Bal.,03108,40.41,25.12
CASTEX,Jean-Bernard,M.,UDFD,UDF-Mouvement Démocrate,4422,"   8,59","   5,33",non,03108,8.59,5.33
GUIRAUD,Martine,Mme,EXG,Extrême gauche,321,"   0,62","   0,38",non,03108,0.62,0.38
ROUX,Michel,M.,VEC,Les Verts,1085,"   2,11","   1,30",non,03108,2.11,1.3
DEPOUZIER,Elsa,Mme,EXG,Extrême gauche,888,"   1,72","   1,07",non,03108,1.72,1.07
LEZERAC,Michel,M.,DIV,Divers,466,"   0,90","   0,56",non,03108,0.9,0.56
SARRADET,Josette,Mme,RDG,Radical de gauche,2847,"   5,53","   3,43",non,03108,5.53,3.43
MONDAIN,Chantal,Mme,ECO,Ecologiste,431,"   0,84","   0,52",non,03108,0.84,0.52
ATTARD,Claude,M.,DIV,Divers,0,"   0,00","   0,00",non,03108,0.0,0.0
SAFORCADA,David,M.,DVD,Divers droite,179,"   0,35","   0,21",non,03108,0.35,0.21
BOULET RIBET,Françoise,Mme,UMP,Union pour un Mouvement Populaire,14291,"  27,75","  17,25",Bal.,03108,27.75,17.25
BENOIT,Marc,M.,EXD,Extrême droite,274,"   0,53","   0,33",non,03108,0.53,0.33
BONNET,Philippe,M.,REG,Régionaliste,216,"   0,42","   0,26",non,03108,0.42,0.26
FALCO,Jean,M.,EXG,Extrême gauche,728,"   1,54","   1,00",non,03201,1.54,1.0
CARPONCY,Marc,M.,EXG,Extrême gauche,920,"   1,95","   1,27",non,03201,1.95,1.27
COLLGROS,Renée,Mme,ECO,Ecologiste,394,"   0,83","   0,54",non,03201,0.83,0.54
MOUCHET,Anne-Marie,Mme,UMP,Union pour un Mouvement Populaire,14829,"  31,41","  20,52",Bal.,03201,31.41,20.52
GENNESSON,Micheline,Mme,FN,Front national,1207,"   2,56","   1,67",non,03201,2.56,1.67
BARTHELEMY,Clotilde,Mme,EXG,Extrême gauche,238,"   0,50","   0,32",non,03201,0.5,0.32
CLERCMIDY,Jean,M.,DIV,Divers,285,"   0,60","   0,39",non,03201,0.6,0.39
MARTIN,Philippe,M.,SOC,Socialiste,19912,"  42,18","  27,56",Bal.,03201,42.18,27.56
ADDA,Fatma,Mme,VEC,Les Verts,1123,"   2,38","   1,55",non,03201,2.38,1.55
FLAMBARD,Jean-Jacques,M.,MAJ,Majorité présidentielle,151,"   0,32","   0,20",non,03201,0.32,0.2
GESTA,Daniel,M.,UDFD,UDF-Mouvement Démocrate,4591,"   9,72","   6,35",non,03201,9.72,6.35
DE FRANCLIEU,Douce,Mme,DVD,Divers droite,180,"   0,38","   0,24",non,03201,0.38,0.24
SALLES,Maurice,M.,COM,Communiste,1860,"   3,94","   2,57",non,03201,3.94,2.57
DE LAMAESTRE,Marie-Catherine,Mme,MPF,Mouvement pour la France,794,"   1,68","   1,09",non,03201,1.68,1.09
CRISPEL,Victoire,Mme,UDFD,UDF-Mouvement Démocrate,3485,"   7,67","   5,08",non,03202,7.67,5.08
CHEYMOL,Alain,M.,VEC,Les Verts,1105,"   2,43","   1,61",non,03202,2.43,1.61
VIAU,Marie-Michèle,Mme,EXG,Extrême gauche,263,"   0,58","   0,38",non,03202,0.58,0.38
LASSERRE,Janine,Mme,EXG,Extrême gauche,939,"   2,07","   1,36",non,03202,2.07,1.36
JULLIAN,Nicole,Mme,EXG,Extrême gauche,334,"   0,73","   0,48",non,03202,0.73,0.48
TERRAIN,Blandine,Mme,REG,Régionaliste,193,"   0,42","   0,28",non,03202,0.42,0.28
DELLAC,Maryse,Mme,COM,Communiste,1383,"   3,04","   2,01",non,03202,3.04,2.01
BIEMOURET,Gisèle,Mme,SOC,Socialiste,11818,"  25,99","  17,24",Bal.,03202,25.99,17.24
GUIN,Véronique,Mme,DIV,Divers,321,"   0,71","   0,46",non,03202,0.71,0.46
VALL,Raymond,M.,RDG,Radical de gauche,4173,"   9,18","   6,08",non,03202,9.18,6.08
DULONG,Pierre,M.,DVD,Divers droite,1042,"   2,29","   1,52",non,03202,2.29,1.52
DE PREAUDET,Jean,M.,FN,Front national,1462,"   3,22","   2,13",non,03202,3.22,2.13
DUBRAC,Gérard,M.,UMP,Union pour un Mouvement Populaire,17276,"  38,00","  25,20",Bal.,03202,38.0,25.2
TOUHE-RUMEAU,Christian,M.,CPNT,Chasse Pêche Nature Traditions,1142,"   2,51","   1,66",non,03202,2.51,1.66
BEGUE,Daniel,M.,MPF,Mouvement pour la France,529,"   1,16","   0,77",non,03202,1.16,0.77
BOURRAGUE,Chantal,Mme,UMP,Union pour un Mouvement Populaire,22718,"  44,81","  27,53",Bal.,03301,44.81,27.53
COUDRAY,Jean-Luc,M.,DIV,Divers,365,"   0,72","   0,44",non,03301,0.72,0.44
DESAIGUES,Béatrice,Mme,SOC,Socialiste,12874,"  25,39","  15,60",Bal.,03301,25.39,15.6
MAURIN,Vincent,M.,COM,Communiste,1633,"   3,22","   1,97",non,03301,3.22,1.97
LARROQUET,Isabelle,Mme,EXG,Extrême gauche,1271,"   2,51","   1,54",non,03301,2.51,1.54
FAYET,Véronique,Mme,UDFD,UDF-Mouvement Démocrate,7112,"  14,03","   8,62",non,03301,14.03,8.62
COLOMBIER,Valérie,Mme,FN,Front national,1528,"   3,01","   1,85",non,03301,3.01,1.85
BERTHAUD,Micheline,Mme,MPF,Mouvement pour la France,736,"   1,45","   0,89",non,03301,1.45,0.89
GARUZ,Micheline,Mme,DIV,Divers,314,"   0,62","   0,38",non,03301,0.62,0.38
HOERNER,Marcel,M.,DIV,Divers,0,"   0,00","   0,00",non,03301,0.0,0.0
LACOSTE,Denis,M.,EXG,Extrême gauche,287,"   0,57","   0,34",non,03301,0.57,0.34
LASAYGUES,Marc,M.,VEC,Les Verts,1860,"   3,67","   2,25",non,03301,3.67,2.25
DELAUNAY,Michèle,Mme,SOC,Socialiste,11346,"  31,36","  18,80",Bal.,03302,31.36,18.8
VILMONT,Véronique,Mme,COM,Communiste,694,"   1,92","   1,15",non,03302,1.92,1.15
HURMIC,Pierre,M.,VEC,Les Verts,2471,"   6,83","   4,09",non,03302,6.83,4.09
JUPPE,Alain,M.,UMP,Union pour un Mouvement Populaire,15822,"  43,73","  26,22",Bal.,03302,43.73,26.22
LOZANO,Rose-Marie,Mme,DVG,Divers gauche,104,"   0,29","   0,17",non,03302,0.29,0.17
DUPONT,Guy,M.,EXG,Extrême gauche,178,"   0,49","   0,29",non,03302,0.49,0.29
GUINARD,Ludovic,M.,UDFD,UDF-Mouvement Démocrate,3006,"   8,31","   4,98",non,03302,8.31,4.98
COLOMBIER,Jacques,M.,FN,Front national,1036,"   2,86","   1,71",non,03302,2.86,1.71
BICHINDARITZ,Emmanuel,M.,EXG,Extrême gauche,1012,"   2,80","   1,67",non,03302,2.8,1.67
DOREY,Valérie,Mme,DIV,Divers,1,"   0,00","   0,00",non,03302,0.0,0.0
BUGEAU,Christophe,M.,MPF,Mouvement pour la France,75,"   0,21","   0,12",non,03302,0.21,0.12
LACUBE,Jacques,M.,DIV,Divers,221,"   0,61","   0,36",non,03302,0.61,0.36
ALFANDARI,Bruno,M.,UDFD,UDF-Mouvement Démocrate,212,"   0,59","   0,35",non,03302,0.59,0.35
LIRE,Marie-Françoise,Mme,UDFD,UDF-Mouvement Démocrate,4740,"  10,65","   6,56",non,03303,10.65,6.56
JOLY,François,M.,DVG,Divers gauche,522,"   1,17","   0,72",non,03303,1.17,0.72
FORSANS,Xavier,M.,ECO,Ecologiste,463,"   1,04","   0,64",non,03303,1.04,0.64
MAMERE,Noël,M.,VEC,Les Verts,17725,"  39,82","  24,53",Bal.,03303,39.82,24.53
PARIS,Jean-Jacques,M.,COM,Communiste,3900,"   8,76","   5,39",non,03303,8.76,5.39
PINTO BICHO,Pierre,M.,EXG,Extrême gauche,311,"   0,70","   0,43",non,03303,0.7,0.43
ORS,Danielle,Mme,DIV,Divers,415,"   0,93","   0,57",non,03303,0.93,0.57
JOUVENOT,Jean-Philippe,M.,MPF,Mouvement pour la France,640,"   1,44","   0,88",non,03303,1.44,0.88
BROSSE,Patrick,M.,EXG,Extrême gauche,1407,"   3,16","   1,94",non,03303,3.16,1.94
VIGNE,Elisabeth,Mme,UMP,Union pour un Mouvement Populaire,12650,"  28,42","  17,51",Bal.,03303,28.42,17.51
LAGRAVE,Arnaud,M.,FN,Front national,1368,"   3,07","   1,89",non,03303,3.07,1.89
BREILLAT,Jacques,M.,DVD,Divers droite,369,"   0,83","   0,51",non,03303,0.83,0.51
ZALIO,Christophe,M.,DIV,Divers,247,"   0,51","   0,29",non,03304,0.51,0.29
LACUEY,Conchita,Mme,SOC,Socialiste,19649,"  40,51","  23,74",Bal.,03304,40.51,23.74
HERAUD,Christine,Mme,EXG,Extrême gauche,1362,"   2,81","   1,64",non,03304,2.81,1.64
JACQUET,Anne-Lise,Mme,UDFD,UDF-Mouvement Démocrate,3728,"   7,69","   4,50",non,03304,7.69,4.5
LADRAT,Colette,Mme,EXD,Extrême droite,265,"   0,55","   0,32",non,03304,0.55,0.32
GUICHARD,Max,M.,COM,Communiste,1989,"   4,10","   2,40",non,03304,4.1,2.4
BRIVARY,Anne-Isabelle,Mme,EXG,Extrême gauche,413,"   0,85","   0,49",non,03304,0.85,0.49
DELLUC,Sylvie,Mme,ECO,Ecologiste,350,"   0,72","   0,42",non,03304,0.72,0.42
BOUTHEAU,Marie-Christine,Mme,VEC,Les Verts,1213,"   2,50","   1,46",non,03304,2.5,1.46
MAUGET,Denis,M.,EXG,Extrême gauche,199,"   0,41","   0,24",non,03304,0.41,0.24
RENUCCI,Dominique,Mme,FN,Front national,1889,"   3,89","   2,28",non,03304,3.89,2.28
MONTELS,Jean-Luc,M.,CPNT,Chasse Pêche Nature Traditions,868,"   1,79","   1,04",non,03304,1.79,1.04
HINAULT,Sterenn,Mme,MPF,Mouvement pour la France,455,"   0,94","   0,54",non,03304,0.94,0.54
GUICHARD,Alain,M.,DVD,Divers droite,955,"   1,97","   1,15",non,03304,1.97,1.15
DELATTRE,Nathalie,Mme,UMP,Union pour un Mouvement Populaire,14925,"  30,77","  18,03",Bal.,03304,30.77,18.03
LEMOINE,Denis,M.,FN,Front national,2437,"   4,16","   2,54",non,03305,4.16,2.54
CIMBRON,Conchita,Mme,COM,Communiste,1632,"   2,79","   1,70",non,03305,2.79,1.7
PERCHET,Guillaume,M.,EXG,Extrême gauche,502,"   0,86","   0,52",non,03305,0.86,0.52
SAUBUSSE,Stéphane,M.,VEC,Les Verts,2209,"   3,77","   2,31",non,03305,3.77,2.31
SEGUY,Jean-Francis,M.,CPNT,Chasse Pêche Nature Traditions,3164,"   5,41","   3,30",non,03305,5.41,3.3
GENESTINE,Alain,M.,DVD,Divers droite,87,"   0,15","   0,09",non,03305,0.15,0.09
BOISSEL,Nicole,Mme,MPF,Mouvement pour la France,717,"   1,23","   0,75",non,03305,1.23,0.75
LACUBE,David,M.,DIV,Divers,362,"   0,62","   0,37",non,03305,0.62,0.37
POUTOU,Philippe,M.,EXG,Extrême gauche,1582,"   2,70","   1,65",non,03305,2.7,1.65
GOT,Pascale,Mme,SOC,Socialiste,16450,"  28,11","  17,20",Bal.,03305,28.11,17.2
MICHAELY,Guy,M.,EXD,Extrême droite,274,"   0,47","   0,28",non,03305,0.47,0.28
REGERE,Jean-François,M.,UMP,Union pour un Mouvement Populaire,22832,"  39,01","  23,88",Bal.,03305,39.01,23.88
TARIS,Joan,M.,UDFD,UDF-Mouvement Démocrate,6276,"  10,72","   6,56",non,03305,10.72,6.56
MANGON,Jacques,M.,UDFD,UDF-Mouvement Démocrate,6401,"  11,29","   7,16",non,03306,11.29,7.16
LHOMME,Xavier,M.,VEC,Les Verts,2248,"   3,96","   2,51",non,03306,3.96,2.51
ISTE,Michelle,Mme,COM,Communiste,1205,"   2,13","   1,34",non,03306,2.13,1.34
MALATY,Nelly,Mme,EXG,Extrême gauche,361,"   0,64","   0,40",non,03306,0.64,0.4
